cell,timestamp_us_since_window_start
baseline-opengl,6903990
baseline-opengl,6929619
baseline-opengl,6953702
baseline-opengl,6978780
baseline-opengl,7002334
baseline-opengl,7028941
baseline-opengl,7053346
baseline-opengl,7079212
baseline-opengl,7110964
baseline-opengl,7135020
baseline-opengl,7161080
baseline-opengl,7185203
baseline-opengl,7211257
baseline-opengl,7234821
baseline-opengl,7260908
baseline-opengl,7287012
baseline-opengl,7312082
baseline-opengl,7336178
baseline-opengl,7361944
baseline-opengl,7386018
baseline-opengl,7411123
baseline-opengl,7434153
baseline-opengl,7461134
baseline-opengl,7488241
baseline-opengl,7515375
baseline-opengl,7538943
baseline-opengl,7562906
baseline-opengl,7586358
baseline-opengl,7611187
baseline-opengl,7635306
baseline-opengl,7661429
baseline-opengl,7685033
baseline-opengl,7720670
baseline-opengl,7746253
baseline-opengl,7769808
baseline-opengl,7794868
baseline-opengl,7819963
baseline-opengl,7845218
baseline-opengl,7868571
baseline-opengl,7895656
baseline-opengl,7928552
baseline-opengl,7953111
baseline-opengl,7978724
baseline-opengl,8002660
baseline-opengl,8027381
baseline-opengl,8058456
baseline-opengl,8082746
baseline-opengl,8111211
baseline-opengl,8137331
baseline-opengl,8165511
baseline-opengl,8189563
baseline-opengl,8215197
baseline-opengl,8239102
baseline-opengl,8265171
baseline-opengl,8288751
baseline-opengl,8314536
baseline-opengl,8338447
baseline-opengl,8364580
baseline-opengl,8388146
baseline-opengl,8413686
baseline-opengl,8437247
baseline-opengl,8464348
baseline-opengl,8490811
baseline-opengl,8517899
baseline-opengl,8544966
baseline-opengl,8569625
baseline-opengl,8594700
baseline-opengl,8623274
baseline-opengl,8661375
baseline-opengl,8686453
baseline-opengl,8711033
baseline-opengl,8735111
baseline-opengl,8761165
baseline-opengl,8786747
baseline-opengl,8811236
baseline-opengl,8835217
baseline-opengl,8863292
baseline-opengl,8887787
baseline-opengl,8911859
baseline-opengl,8936192
baseline-opengl,8967798
baseline-opengl,8995279
baseline-opengl,9019857
baseline-opengl,9046683
baseline-opengl,9072859
baseline-opengl,9098557
baseline-opengl,9122121
baseline-opengl,9149231
baseline-opengl,9172299
baseline-opengl,9198894
baseline-opengl,9222442
baseline-opengl,9247504
baseline-opengl,9271239
baseline-opengl,9296943
baseline-opengl,9322508
baseline-opengl,9351582
baseline-opengl,9377186
